Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,15-Apr-2024,25-Apr-2024,CE,19600.00,2831.70,2878.00,2745.00,2749.55,2751.55,2749.55,223.00,2499.41,314.01,183200.00,-10400.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,19650.00,-,-,-,2970.00,2970.00,2660.55,-,-,-,700.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,19700.00,-,-,-,3025.00,3025.00,2610.65,-,-,-,4000.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,19750.00,-,-,-,2891.15,2891.15,2560.75,-,-,-,500.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,19800.00,2570.00,2570.00,2540.00,2551.50,2540.00,2551.50,3.00,33.54,3.84,6650.00,-100.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,19850.00,2500.00,2611.30,2500.00,2560.00,2560.00,2460.95,28.00,313.70,35.80,2450.00,50.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,19900.00,2495.00,2550.00,2445.00,2445.00,2445.00,2445.00,3.00,33.59,3.75,5100.00,-150.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,19950.00,-,-,-,2692.40,2692.40,2361.15,-,-,-,450.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20000.00,2450.00,2510.45,2341.00,2353.60,2355.00,2353.60,1794.00,20103.89,2163.89,1146550.00,-36050.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20050.00,2330.05,2360.00,2274.25,2274.25,2274.25,2274.25,93.00,1039.86,107.53,5100.00,4600.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20100.00,2320.00,2370.00,2296.00,2296.00,2296.00,2211.40,58.00,649.78,66.88,7800.00,1700.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20150.00,2250.25,2250.25,2250.00,2250.00,2250.00,2161.50,3.00,33.60,3.38,300.00,50.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20200.00,2220.00,2220.00,2163.00,2163.00,2163.00,2111.60,3.00,33.58,3.28,23900.00,-50.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20250.00,-,-,-,2396.40,2396.40,2061.70,-,-,-,600.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20300.00,2159.15,2159.15,2044.60,2051.75,2044.60,2051.75,19.00,212.74,19.89,14150.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20350.00,2089.65,2089.70,2013.10,2013.10,2013.10,1961.90,8.00,89.62,8.22,650.00,250.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20400.00,2015.25,2094.40,1997.90,2013.55,2013.55,1912.00,11.00,123.43,11.23,4800.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20450.00,1968.75,1968.75,1946.35,1946.35,1946.35,1862.10,9.00,100.82,8.80,800.00,300.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20500.00,1951.95,2010.45,1849.55,1863.20,1862.95,1863.20,1320.00,14797.82,1267.82,243550.00,-11400.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20550.00,1853.00,1865.00,1818.00,1818.00,1818.00,1762.30,49.00,548.92,45.45,2700.00,2450.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20600.00,1861.30,1892.00,1760.00,1760.00,1760.00,1712.45,42.00,470.57,37.97,9450.00,650.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20650.00,1795.00,1795.00,1795.00,1795.00,1795.00,1662.55,1.00,11.22,0.90,500.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20700.00,1761.70,1776.95,1667.15,1668.10,1667.15,1668.10,43.00,481.90,36.85,45000.00,550.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20750.00,1665.00,1665.00,1665.00,1665.00,1665.00,1562.85,1.00,11.21,0.83,250.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20800.00,1660.85,1665.15,1550.00,1550.00,1550.00,1550.00,38.00,426.10,30.90,22100.00,-1000.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20850.00,-,-,-,1802.15,1802.15,1463.20,-,-,-,450.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20900.00,1563.60,1581.00,1472.25,1472.25,1472.25,1472.25,12.00,134.62,9.22,8200.00,-50.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,20950.00,-,-,-,1703.20,1703.20,1363.75,-,-,-,300.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21000.00,1475.00,1513.85,1350.05,1363.60,1365.00,1363.60,1265.00,14178.50,896.00,578800.00,-18000.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21050.00,-,-,-,1613.00,1613.00,1264.50,-,-,-,550.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21100.00,1369.90,1384.90,1273.25,1274.45,1275.05,1274.45,9.00,100.91,5.96,7950.00,-150.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21150.00,-,-,-,1509.00,1509.00,1165.70,-,-,-,600.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21200.00,1235.00,1295.35,1146.10,1163.65,1165.70,1163.65,108.00,1209.51,64.71,15600.00,2100.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21250.00,-,-,-,1364.85,1364.40,1067.55,-,-,-,1000.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21300.00,1127.00,1212.70,1058.00,1067.95,1078.65,1067.95,185.00,2074.50,104.25,25800.00,-2200.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21350.00,-,-,-,1311.65,1311.65,970.45,-,-,-,500.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21400.00,1033.95,1087.00,958.95,970.25,977.75,970.25,43.00,482.17,22.07,13250.00,-200.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21450.00,980.00,980.00,980.00,980.00,980.00,874.75,3.00,33.65,1.47,700.00,-,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21500.00,985.00,1020.00,865.00,874.50,884.00,874.50,1889.00,21186.24,879.49,295300.00,-17700.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21550.00,930.00,935.75,858.00,858.00,858.00,781.10,21.00,235.95,9.67,7600.00,-300.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21600.00,850.05,920.85,776.80,786.45,788.90,786.45,445.00,4995.81,189.81,32950.00,-7000.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21650.00,810.00,810.00,740.00,740.00,740.00,690.15,32.00,358.73,12.33,3300.00,450.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21700.00,739.70,831.00,678.40,690.50,688.15,690.50,427.00,4789.75,156.80,88600.00,450.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21750.00,708.45,772.10,645.25,647.25,645.25,647.25,113.00,1269.12,40.25,12100.00,350.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21800.00,655.25,734.85,589.10,598.95,602.20,598.95,924.00,10368.57,296.97,86900.00,-6350.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21850.00,606.00,654.50,555.00,560.15,557.35,560.15,122.00,1370.60,37.75,15050.00,500.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21900.00,591.00,645.40,502.70,512.95,515.70,512.95,744.00,8355.20,208.40,90250.00,5800.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,21950.00,514.75,601.85,460.00,473.80,472.00,473.80,245.00,2751.37,62.49,11700.00,2200.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22000.00,523.25,561.55,419.45,428.70,431.95,428.70,27535.00,309489.46,6604.46,1141800.00,78600.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22050.00,476.00,515.50,384.25,389.25,391.30,389.25,712.00,8007.44,157.64,34500.00,7150.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22100.00,449.95,475.00,345.00,351.45,354.95,351.45,4621.00,51975.89,913.84,251250.00,700.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22150.00,399.50,429.00,308.85,316.80,319.00,316.80,1344.00,15125.39,240.59,57250.00,10400.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22200.00,350.00,395.00,274.35,282.80,283.35,282.80,27987.00,315244.54,4588.84,501600.00,88500.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22250.00,327.50,356.75,242.40,250.35,252.00,250.35,13409.00,151072.63,1897.50,133800.00,95100.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22300.00,281.75,321.60,212.20,219.20,221.00,219.20,102255.00,1153399.49,13256.24,1224950.00,627250.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22350.00,281.00,286.90,184.20,190.45,192.00,190.45,32003.00,361277.56,3644.04,245200.00,195500.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22400.00,224.05,253.60,157.55,163.60,163.45,163.60,132019.00,1491918.51,13305.71,2044800.00,1165000.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22450.00,201.55,222.80,134.80,140.45,141.00,140.45,29361.00,332152.83,2575.60,250850.00,156000.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22500.00,178.90,194.45,113.70,118.15,118.50,118.15,223473.00,2530780.43,16709.18,3500200.00,929550.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22550.00,149.75,167.45,95.25,99.10,99.80,99.10,38768.00,439601.79,2492.59,348400.00,94650.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22600.00,140.00,143.05,78.30,81.30,81.75,81.30,123272.00,1399598.94,6625.34,1990700.00,469650.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22650.00,114.20,121.70,64.35,66.95,67.50,66.95,41097.00,467233.99,1810.46,508650.00,159300.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22700.00,90.00,100.95,51.35,53.40,53.25,53.40,129426.00,1473653.76,4668.66,1966850.00,220650.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22750.00,85.00,85.00,41.35,43.20,43.25,43.20,47573.00,542516.86,1373.98,382750.00,-95850.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22800.00,50.10,68.20,32.75,34.45,35.00,34.45,165237.00,1887603.28,3901.48,2219600.00,340850.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22850.00,50.05,55.00,25.65,27.80,28.25,27.80,41827.00,478653.38,779.90,363800.00,25200.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22900.00,50.00,50.00,20.60,21.90,22.00,21.90,114919.00,1317570.23,1747.68,1356150.00,192800.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,22950.00,30.75,34.80,16.55,17.60,18.05,17.60,37673.00,432753.57,455.89,296750.00,91200.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23000.00,25.65,27.75,13.70,14.45,14.60,14.45,225601.00,2596635.68,2224.18,3690450.00,82650.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23050.00,19.55,21.25,10.60,11.30,11.95,11.30,32493.00,374727.52,245.70,353450.00,50800.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23100.00,15.30,19.65,8.20,8.85,9.00,8.85,115643.00,1336325.54,648.89,1540250.00,-150600.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23150.00,19.00,21.45,6.70,7.45,7.50,7.45,27166.00,314574.67,128.22,329800.00,-62450.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23200.00,10.90,10.90,5.05,6.15,6.35,6.15,145548.00,1688902.50,545.70,2329650.00,-802300.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23250.00,12.20,12.20,3.95,5.20,5.30,5.20,55366.00,643798.00,168.25,1206650.00,-222600.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23300.00,6.00,8.75,3.20,4.65,4.85,4.65,120731.00,1406822.26,306.11,1205050.00,-1626550.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23350.00,9.60,9.60,3.00,4.25,4.30,4.25,25274.00,295136.97,63.02,190150.00,-90800.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23400.00,7.85,7.85,2.45,3.70,3.70,3.70,61238.00,716622.47,137.87,706100.00,-641750.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23450.00,5.75,6.10,2.15,3.50,3.70,3.50,17978.00,210827.00,34.95,121200.00,-119000.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23500.00,6.75,6.75,1.75,3.40,3.80,3.40,228517.00,2685468.76,394.01,2327050.00,-3208750.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23550.00,5.05,5.40,1.80,3.10,5.40,3.10,16893.00,198941.05,25.97,304400.00,-49250.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23600.00,5.35,5.35,1.85,3.10,3.20,3.10,35621.00,420385.06,57.26,472600.00,-294050.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23650.00,3.15,4.80,1.80,3.10,3.35,3.10,6443.00,76198.52,10.05,73250.00,-52200.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23700.00,4.20,4.70,1.75,3.00,3.10,3.00,39504.00,468181.16,58.76,317000.00,-424700.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23750.00,4.45,4.45,1.85,3.05,3.15,3.05,11583.00,137565.76,17.63,47550.00,-95550.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23800.00,4.15,4.45,2.00,3.15,3.25,3.15,26255.00,312472.92,38.42,729900.00,-204150.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23850.00,3.60,3.90,1.95,3.05,3.20,3.05,2399.00,28611.85,3.77,26050.00,-18600.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23900.00,2.30,4.35,2.15,3.10,3.20,3.10,24842.00,296898.21,36.31,646750.00,-49350.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,23950.00,4.05,4.05,2.00,2.90,3.10,2.90,1753.00,20994.77,2.60,55250.00,3850.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24000.00,3.95,3.95,2.00,3.05,3.10,3.05,80454.00,965568.14,120.14,4142800.00,-23100.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24050.00,3.20,3.30,1.90,2.75,2.90,2.75,1312.00,15778.61,1.81,28000.00,4950.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24100.00,3.25,3.30,1.95,2.65,2.85,2.65,3841.00,46289.22,5.17,77200.00,-7000.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24150.00,2.50,3.15,1.95,2.70,2.85,2.70,1136.00,13718.71,1.51,19500.00,-1100.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24200.00,3.00,3.10,1.90,2.70,2.90,2.70,7233.00,87529.04,9.74,291950.00,68100.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24250.00,2.95,2.95,1.80,2.45,2.60,2.45,2589.00,31394.60,2.98,262550.00,300.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24300.00,2.40,2.95,1.75,2.50,2.55,2.50,5326.00,64717.30,6.40,48850.00,8750.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24350.00,2.60,2.60,1.65,2.50,2.60,2.50,1237.00,15061.79,1.32,19250.00,10000.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24400.00,2.70,2.70,1.60,2.35,2.45,2.35,6504.00,79355.27,6.47,132200.00,-2250.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24450.00,2.65,2.65,1.65,2.35,2.50,2.35,677.00,8276.99,0.66,9150.00,4050.00,22272.50
NIFTY,15-Apr-2024,25-Apr-2024,CE,24500.00,2.45,3.00,1.55,2.40,3.00,2.40,7503.00,91919.21,7.46,146850.00,41900.00,22272.50
NIFTY,16-Apr-2024,25-Apr-2024,CE,19600.00,2601.00,2635.00,2515.00,2610.00,2610.00,2610.00,115.00,1275.08,148.08,177850.00,-5350.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,19650.00,-,-,-,2970.00,2970.00,2531.95,-,-,-,700.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,19700.00,2457.60,2460.00,2457.60,2460.00,2460.00,2482.05,6.00,66.48,7.38,4050.00,50.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,19750.00,-,-,-,2891.15,2891.15,2432.15,-,-,-,500.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,19800.00,2433.00,2433.00,2319.85,2350.00,2350.00,2382.20,12.00,132.97,14.17,6050.00,-600.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,19850.00,2310.00,2310.00,2310.00,2310.00,2310.00,2332.30,1.00,11.08,1.16,2450.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,19900.00,2325.00,2325.00,2225.00,2225.00,2225.00,2282.40,2.00,22.18,2.27,5000.00,-100.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,19950.00,-,-,-,2692.40,2692.40,2232.45,-,-,-,450.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20000.00,2217.35,2248.75,2113.00,2186.90,2206.55,2186.90,1125.00,12486.34,1236.34,1125100.00,-21450.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20050.00,2170.00,2170.00,2080.00,2100.00,2100.00,2132.65,9.00,99.69,9.46,5500.00,400.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20100.00,2060.00,2060.00,2060.00,2060.00,2060.00,2082.75,2.00,22.16,2.06,7800.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20150.00,2080.00,2080.00,2027.80,2027.80,2027.80,2032.80,5.00,55.53,5.16,300.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20200.00,2020.05,2020.05,1961.00,1961.00,1961.00,1982.90,13.00,144.28,12.98,23800.00,-100.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20250.00,1955.60,1955.60,1921.70,1921.70,1921.70,1933.00,5.00,55.47,4.84,650.00,50.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20300.00,1949.00,1949.00,1858.95,1858.95,1858.95,1883.10,16.00,177.52,15.12,14100.00,-50.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20350.00,1859.95,1859.95,1809.90,1809.90,1809.90,1833.15,4.00,44.37,3.67,750.00,100.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20400.00,1811.10,1837.35,1742.50,1742.50,1742.50,1783.25,8.00,88.82,7.22,4750.00,-50.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20450.00,1760.60,1760.60,1701.40,1701.40,1701.40,1733.35,4.00,44.36,3.46,800.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20500.00,1751.00,1751.00,1630.00,1693.45,1716.00,1693.45,670.00,7436.86,569.36,229550.00,-14000.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20550.00,-,-,-,1818.00,1818.00,1633.55,-,-,-,2700.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20600.00,1605.55,1648.75,1554.15,1593.65,1593.65,1593.65,18.00,199.74,14.34,9300.00,-150.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20650.00,1565.00,1570.00,1500.00,1500.00,1500.00,1533.80,30.00,333.19,23.44,1850.00,1350.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20700.00,1519.65,1519.65,1455.00,1498.60,1494.40,1498.60,134.00,1486.74,99.84,45700.00,700.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20750.00,1445.00,1455.00,1445.00,1454.15,1452.00,1454.15,22.00,244.21,15.96,1350.00,1100.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20800.00,1435.05,1440.00,1349.25,1366.00,1366.00,1384.25,95.00,1054.68,66.68,22850.00,750.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20850.00,1332.00,1332.00,1332.00,1332.00,1332.00,1334.50,2.00,22.18,1.33,550.00,100.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20900.00,1356.90,1356.90,1261.00,1309.00,1308.55,1309.00,53.00,588.20,34.35,6400.00,-1800.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,20950.00,-,-,-,1703.20,1703.20,1235.10,-,-,-,300.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21000.00,1234.10,1255.00,1125.00,1210.95,1219.70,1210.95,2050.00,22757.85,1232.85,568350.00,-10450.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21050.00,1090.00,1090.00,1090.00,1090.00,1090.00,1136.10,1.00,11.07,0.55,550.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21100.00,1140.00,1140.00,1067.00,1117.95,1120.10,1117.95,44.00,488.43,24.23,5900.00,-2050.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21150.00,-,-,-,1509.00,1509.00,1037.65,-,-,-,600.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21200.00,1015.30,1055.00,943.40,1001.70,1013.75,1001.70,216.00,2396.42,106.82,18100.00,2500.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21250.00,985.00,985.00,886.20,916.00,916.00,940.15,93.00,1032.20,44.07,5000.00,4000.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21300.00,920.00,960.15,837.35,904.25,921.70,904.25,65.00,721.38,29.13,25300.00,-500.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21350.00,-,-,-,1311.65,1311.65,844.10,-,-,-,500.00,-,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21400.00,850.00,861.40,743.25,812.00,826.00,812.00,144.00,1598.84,58.04,13500.00,250.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21450.00,792.00,794.60,731.20,789.30,789.30,789.30,7.00,77.80,2.72,900.00,200.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21500.00,801.00,801.00,642.75,719.95,733.80,719.95,3355.00,37261.72,1195.47,290850.00,-4450.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21550.00,700.00,710.00,642.00,642.00,642.00,658.70,10.00,111.10,3.35,7500.00,-100.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21600.00,641.00,675.00,556.95,625.65,645.15,625.65,313.00,3477.01,96.61,34500.00,1550.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21650.00,592.00,620.00,515.35,561.70,597.65,561.70,101.00,1121.75,28.43,5700.00,2400.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21700.00,550.00,585.00,471.00,532.45,550.00,532.45,697.00,7745.97,183.52,92150.00,3550.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21750.00,516.25,538.00,435.50,489.55,507.25,489.55,364.00,4045.19,86.69,12550.00,450.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21800.00,474.95,498.15,388.35,452.35,462.40,452.35,4827.00,53687.93,1073.63,132750.00,45850.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21850.00,428.00,452.00,350.00,416.10,421.15,416.10,625.00,6951.53,123.41,24150.00,9100.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21900.00,400.00,415.45,313.95,370.50,382.00,370.50,5812.00,64711.16,1069.76,112800.00,22550.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,21950.00,355.00,375.15,278.60,333.30,344.50,333.30,1761.00,19608.70,281.72,38250.00,26550.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22000.00,326.00,363.85,245.10,293.90,304.55,293.90,80697.00,899555.14,11888.14,1637350.00,495550.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22050.00,278.35,302.60,214.40,265.35,272.60,265.35,12197.00,136028.65,1556.73,170300.00,135800.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22100.00,265.00,269.00,185.55,227.80,235.25,227.80,116621.00,1301802.36,13140.31,791200.00,539950.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22150.00,222.95,237.00,159.45,200.00,208.30,200.00,53574.00,598601.59,5269.54,293600.00,236350.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22200.00,205.00,207.10,134.45,171.75,177.00,171.75,259603.00,2904127.20,22533.90,2200150.00,1698550.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22250.00,182.30,182.30,112.90,145.80,147.10,145.80,50691.00,567732.08,3794.71,342300.00,208500.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22300.00,190.00,190.00,93.60,122.20,129.00,122.20,182646.00,2047861.30,11358.40,1952900.00,727950.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22350.00,120.00,130.60,76.60,103.00,109.55,103.00,42062.00,472189.25,2146.40,404950.00,159750.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22400.00,110.00,114.00,61.30,85.30,90.30,85.30,219276.00,2464952.26,9061.06,2683100.00,638300.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22450.00,100.00,120.00,50.05,68.50,74.00,68.50,58601.00,659782.66,1986.43,533800.00,282950.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22500.00,94.40,99.00,40.25,56.20,60.90,56.20,274657.00,3097842.58,7951.33,4193600.00,693400.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22550.00,56.90,62.20,32.35,44.85,49.00,44.85,46777.00,528491.34,1080.66,463900.00,115500.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22600.00,49.95,50.40,26.00,35.35,39.30,35.35,171306.00,1938982.57,3224.77,2497600.00,506900.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22650.00,35.05,45.00,21.45,27.90,31.25,27.90,51034.00,578745.86,785.81,631550.00,122900.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22700.00,32.00,38.35,17.30,22.20,24.50,22.20,155207.00,1763495.95,1896.50,2142950.00,176100.00,22147.90
NIFTY,16-Apr-2024,25-Apr-2024,CE,22750.00,25.05,35.10,14.60,17.70,19.30,17.70,46717.00,531871.97,466.10,472800.00,90050.00,22147.90
